AnlyTxHack__Account_External_Id__c,Priority,AnlyTxHack__EstimatedClosedDate__c,AnlyTxHack__CSAT__c,Origin,Reason,AnlyTxHack__SLAViolation__c,AnlyTxHack__SLA_Type__c,Status,Subject,AnlyTxHack__Country__c,AnlyTxHack__Solved_By__c,AnlyTxHack__Industry_Type__c
0012w00000LRfsMAAT,Medium,2020-07-05,69,Phone,Installation,Compliant,Basic,Working,Case about Accessories,Belgium,Chatbot,Computer Software
0012w00000LRfsNAAT,Medium,2020-07-06,44,Web,Performance,Compliant,Basic,Closed,Case about Accessories,China,Call center Agent,Construction
0012w00000LRfsOAAT,Medium,2020-07-07,97,Phone,Other,Compliant,Basic,Attention,Case about Accessories,United Arab Emirates,Onsite Agent,Health Care
0012w00000LRfsPAAT,Low,2020-07-08,32,Email,Feedback,Open Violation,Premium,Working,Case about Accessories,United States of America,Self,Manufacturing
0012w00000LRfsQAAT,Medium,2020-07-09,85,Web,Performance,Compliant,Basic,On Hold,Case about Accessories,India,Knowledge Portal,Consumer Goods
0012w00000LRfsRAAT,Low,2020-07-10,82,Web,Breakdown,Compliant,Basic,Closed,Case about Accessories,The United Kingdom,Chatbot,Health Care
0012w00000LRfsSAAT,Low,2020-07-11,43,Email,Performance,Compliant,Premium,Closed,Case about Accessories,Russia,Call center Agent,Entertainment
0012w00000LRfsTAAT,Low,2020-07-12,95,Chat,Breakdown,Compliant,Basic,Closed,Case about Accessories,Canada,Onsite Agent,Computer Software
0012w00000LRfsUAAT,Medium,2020-07-13,43,Web,Breakdown,Compliant,Premium,Closed,Case about Accessories,Israel,Self,Construction
0012w00000LRfsVAAT,Medium,2020-07-14,101,Email,Feedback,Compliant,Basic,Closed,Case about Accessories,Australia,Knowledge Portal,Health Care
0012w00000LRfsWAAT,Medium,2020-07-15,29,Email,Other,Compliant,Basic,Closed,Case about Accessories,Austria,Chatbot,Manufacturing
0012w00000LRfsXAAT,Low,2020-07-16,115,Email,Other,Compliant,Basic,Closed,Case about Accessories,Belarus,Call center Agent,Consumer Goods
0012w00000LRfsYAAT,Medium,2020-07-17,100,Email,Breakdown,Compliant,Basic,Closed,Case about Accessories,Brazil,Onsite Agent,Health Care
0012w00000LRfsZAAT,Low,2020-07-18,38,Web,Equipment Design,Compliant,Premium,Closed,Case about Accessories,Belgium,Self,Entertainment
0012w00000LRfsaAAD,Low,2020-07-19,89,Web,Installation,Compliant,Basic,Closed,Case about Accessories,China,Knowledge Portal,Computer Software
0012w00000LRfsbAAD,Low,2020-07-20,42,Web,Feedback,Compliant,Basic,Closed,Case about Accessories,United Arab Emirates,Chatbot,Construction
0012w00000LRfscAAD,Medium,2020-07-21,71,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Accessories,United States of America,Call center Agent,Health Care
0012w00000LRfsdAAD,Low,2020-07-22,32,Web,Feedback,Compliant,Premium,Closed,Case about Accessories,India,Onsite Agent,Manufacturing
0012w00000LRfseAAD,Low,2020-07-23,106,Chat,Equipment Design,Compliant,Basic,Closed,Case about Accessories,The United Kingdom,Self,Consumer Goods
0012w00000LRfsfAAD,Low,2020-07-24,73,Phone,Other,Compliant,Basic,Closed,Case about Accessories,Russia,Knowledge Portal,Health Care
0012w00000LRfsgAAD,High,2020-07-25,38,Web,Breakdown,Compliant,Basic,Closed,Case about Accessories,Canada,Chatbot,Entertainment
0012w00000LRfvsAAD,Low,2020-07-26,70,Phone,Breakdown,Compliant,Basic,Closed,Case about Accessories,Israel,Call center Agent,Computer Software
0012w00000LRfvtAAD,Medium,2020-07-27,32,Chat,Other,Compliant,Basic,Closed,Case about Accessories,Australia,Onsite Agent,Construction
0012w00000LRfvuAAD,Low,2020-07-28,97,Chat,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Austria,Self,Health Care
0012w00000LRfw3AAD,Low,2020-07-29,28,Web,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Belarus,Knowledge Portal,Manufacturing
0012w00000LRfw4AAD,Medium,2020-07-30,75,Phone,Equipment Design,Compliant,Premium,Closed,Case about Accessories,Brazil,Chatbot,Consumer Goods
0012w00000LRfw5AAD,Low,2020-07-31,93,Phone,Installation,Compliant,Basic,Closed,Case about Accessories,Belgium,Call center Agent,Health Care
0012w00000LRfw6AAD,Low,2020-08-01,30,Phone,Other,Compliant,Basic,Closed,Case about Accessories,China,Onsite Agent,Entertainment
0012w00000LRfvvAAD,High,2020-08-02,77,Phone,Feedback,Compliant,Basic,Closed,Case about Accessories,United Arab Emirates,Self,Computer Software
0012w00000LRfvwAAD,Low,2020-08-03,45,Email,Other,Compliant,Basic,Closed,Case about Accessories,United States of America,Knowledge Portal,Construction
0012w00000LRfvxAAD,Low,2020-08-04,75,Email,Equipment Design,Compliant,Premium,Closed,Case about Accessories,India,Chatbot,Health Care
0012w00000LRfvyAAD,Low,2020-08-05,60,Email,Equipment Complexity,Compliant,Basic,Closed,Case about Accessories,The United Kingdom,Call center Agent,Manufacturing
0012w00000LRfvzAAD,Low,2020-08-06,87,Web,Other,Compliant,Basic,Closed,Case about Accessories,Russia,Onsite Agent,Consumer Goods
0012w00000LRfw0AAD,Low,2020-08-07,93,Web,Feedback,Compliant,Basic,Closed,Case about Accessories,Canada,Self,Health Care
0012w00000LRfw1AAD,Low,2020-08-08,34,Email,Performance,Compliant,Basic,Closed,Case about Accessories,Israel,Knowledge Portal,Entertainment
0012w00000LRfw2AAD,Low,2020-08-09,102,Chat,Performance,Compliant,Premium,Closed,Case about Accessories,Australia,Chatbot,Computer Software
0012w00000LRfw7AAD,Low,2020-08-10,49,Web,Equipment Design,Open Violation,Premium,Closed,Case about Accessories,Austria,Call center Agent,Construction
0012w00000LRfw8AAD,Low,2020-08-11,118,Chat,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Belarus,Onsite Agent,Health Care
0012w00000LRfw9AAD,Low,2020-08-12,78,Web,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Brazil,Self,Manufacturing
0012w00000LRfwAAAT,Low,2020-08-13,85,Phone,Other,Compliant,Basic,Closed,Case about Accessories,Belgium,Knowledge Portal,Consumer Goods
0012w00000LRfgvAAD,Medium,2020-08-14,21,Phone,Other,Compliant,Premium,Closed,Case about Accessories,China,Chatbot,Travel
0012w00000LRfgwAAD,Medium,2020-08-15,19,Email,Performance,Compliant,Basic,Closed,Case about Accessories,United Arab Emirates,Call center Agent,Entertainment
0012w00000LRfgxAAD,Low,2020-08-16,87,Phone,Breakdown,Open Violation,Basic,Closed,Case about Accessories,United States of America,Onsite Agent,Computer Software
0012w00000LRfgyAAD,Low,2020-08-17,55,Chat,Installation,Compliant,Basic,Closed,Case about Accessories,India,Self,Construction
0012w00000LRfgzAAD,Low,2020-08-18,109,Chat,Installation,Compliant,Basic,Closed,Case about Accessories,The United Kingdom,Knowledge Portal,Health Care
0012w00000LRfh0AAD,Medium,2020-08-19,70,Chat,Other,Compliant,Basic,Closed,Case about Accessories,Russia,Chatbot,Manufacturing
0012w00000LRfh1AAD,Medium,2020-08-20,98,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Accessories,Canada,Call center Agent,Consumer Goods
0012w00000LRfh2AAD,Low,2020-08-21,85,Email,Feedback,Compliant,Basic,Closed,Case about Accessories,Israel,Onsite Agent,Health Care
0012w00000LRfh3AAD,Low,2020-08-22,28,Phone,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Australia,Self,Entertainment
0012w00000LRfh4AAD,Low,2020-08-23,93,Web,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Austria,Knowledge Portal,Computer Software
0012w00000LRfh5AAD,Medium,2020-08-24,56,Chat,Breakdown,Compliant,Basic,Closed,Case about Accessories,Belarus,Chatbot,Construction
0012w00000LRfh6AAD,Low,2020-08-25,117,Chat,Equipment Design,Compliant,Premium,Closed,Case about Accessories,Brazil,Call center Agent,Health Care
0012w00000LRfh7AAD,Medium,2020-08-26,89,Web,Breakdown,Compliant,Basic,Closed,Case about Accessories,Belgium,Onsite Agent,Manufacturing
0012w00000LRfh8AAD,Medium,2020-08-27,94,Email,Installation,Compliant,Premium,Closed,Case about Accessories,China,Self,Consumer Goods
0012w00000LRfh9AAD,Low,2020-08-28,36,Phone,Performance,Open Violation,Premium,Closed,Case about Accessories,United Arab Emirates,Knowledge Portal,Travel
0012w00000LRfhAAAT,Medium,2020-08-29,89,Phone,Other,Compliant,Basic,Closed,Case about Accessories,United States of America,Chatbot,Entertainment
0012w00000LRfhBAAT,Low,2020-08-30,85,Phone,Breakdown,Compliant,Premium,Closed,Case about Accessories,India,Call center Agent,Computer Software
0012w00000LRfhCAAT,Low,2020-08-31,38,Web,Feedback,Compliant,Premium,Closed,Case about Accessories,The United Kingdom,Onsite Agent,Construction
0012w00000LRfhDAAT,Low,2020-09-01,84,Phone,Breakdown,Compliant,Basic,Closed,Case about Accessories,Russia,Self,Health Care
0012w00000LRfhEAAT,Low,2020-09-02,91,Phone,Performance,Compliant,Basic,Closed,Case about Accessories,Canada,Knowledge Portal,Manufacturing
0012w00000LRfhFAAT,Medium,2020-09-03,104,Web,Performance,Compliant,Basic,Closed,Case about Accessories,Israel,Chatbot,Consumer Goods
0012w00000LRfhGAAT,Low,2020-09-04,55,Phone,Equipment Design,Compliant,Premium,Closed,Case about Accessories,Australia,Call center Agent,Travel
0012w00000LRfhHAAT,Low,2020-09-05,100,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Accessories,Austria,Onsite Agent,Entertainment
0012w00000LRfhIAAT,Low,2020-09-06,91,Chat,Breakdown,Open Violation,Basic,Closed,Case about Accessories,Belarus,Self,Computer Software
0012w00000LRfmmAAD,Low,2020-09-07,44,Phone,Installation,Compliant,Basic,Closed,Case about Accessories,Brazil,Knowledge Portal,Construction
0012w00000LRfmnAAD,Medium,2020-09-08,86,Phone,Breakdown,Compliant,Premium,Closed,Case about Accessories,Belgium,Chatbot,Health Care
0012w00000LRfmoAAD,Low,2020-09-09,84,Phone,Feedback,Compliant,Premium,Closed,Case about Accessories,China,Call center Agent,Manufacturing
0012w00000LRfmpAAD,Low,2020-09-10,95,Phone,Installation,Compliant,Premium,Closed,Case about Accessories,United Arab Emirates,Onsite Agent,Consumer Goods
0012w00000LRfmqAAD,Low,2020-09-11,50,Web,Equipment Complexity,Compliant,Basic,Closed,Case about Accessories,United States of America,Self,Travel
0012w00000LRfmrAAD,Low,2020-09-12,90,Web,Breakdown,Compliant,Basic,Closed,Case about Accessories,India,Knowledge Portal,Entertainment
0012w00000LRfmsAAD,Low,2020-09-13,80,Chat,Equipment Design,Compliant,Premium,Closed,Case about Accessories,The United Kingdom,Chatbot,Computer Software
0012w00000LRfmtAAD,Low,2020-09-14,33,Phone,Feedback,Compliant,Basic,Closed,Case about Accessories,Russia,Call center Agent,Construction
0012w00000LRfmuAAD,High,2020-09-15,117,Chat,Performance,Compliant,Basic,Closed,Case about Accessories,Canada,Onsite Agent,Health Care
0012w00000LRfmvAAD,Low,2020-09-16,84,Phone,Other,Compliant,Premium,Closed,Case about Accessories,Israel,Self,Manufacturing
0012w00000LRfmwAAD,Low,2020-09-17,98,Email,Equipment Design,Compliant,Premium,Closed,Case about Accessories,Australia,Knowledge Portal,Consumer Goods
0012w00000LRfmxAAD,Medium,2020-09-18,45,Chat,Performance,Compliant,Basic,Closed,Case about Accessories,Austria,Chatbot,Travel
0012w00000LRfmyAAD,Low,2020-09-19,75,Phone,Performance,Compliant,Basic,Closed,Case about Accessories,Belarus,Call center Agent,Entertainment
0012w00000LRfmzAAD,Low,2020-09-20,120,Chat,Feedback,Compliant,Basic,Closed,Case about Accessories,Brazil,Onsite Agent,Computer Software
0012w00000LRfn0AAD,Low,2020-09-21,94,Web,Installation,Compliant,Basic,Closed,Case about Accessories,Belgium,Self,Construction
0012w00000LRfn1AAD,Medium,2020-09-22,73,Email,Equipment Design,Compliant,Basic,Closed,Case about Accessories,China,Knowledge Portal,Health Care
0012w00000LRfn2AAD,Low,2020-09-23,76,Phone,Feedback,Compliant,Premium,Closed,Case about Accessories,United Arab Emirates,Chatbot,Manufacturing
0012w00000LRfn3AAD,Low,2020-09-24,93,Chat,Performance,Compliant,Basic,Working,Case about Accessories,United States of America,Call center Agent,Consumer Goods
0012w00000LRfn4AAD,Medium,2020-09-25,80,Web,Equipment Complexity,Compliant,Premium,Closed,Case about Accessories,India,Onsite Agent,Health Care
0012w00000LRfn5AAD,Low,2020-09-26,88,Phone,Other,Compliant,Premium,Working,Case about Accessories,The United Kingdom,Self,Entertainment
0012w00000LRfn6AAD,Medium,2020-09-27,96,Web,Performance,Compliant,Premium,Closed,Case about Accessories,Russia,Knowledge Portal,Computer Software
0012w00000LRfn7AAD,Low,2020-09-28,68,Phone,Breakdown,Compliant,Basic,Closed,Case about Accessories,Canada,Chatbot,Construction
0012w00000LRfn8AAD,Low,2020-09-29,61,Phone,Other,Compliant,Basic,Closed,Case about Accessories,Israel,Call center Agent,Health Care
0012w00000LRfn9AAD,Low,2020-09-30,81,Phone,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Australia,Onsite Agent,Manufacturing
0012w00000LRfnAAAT,Medium,2020-01-01,84,Chat,Other,Compliant,Premium,Waiting on Customer,Case about Accessories,Austria,Self,Consumer Goods
0012w00000LRfshAAD,Low,2020-01-02,81,Phone,Breakdown,Compliant,Basic,Working,Case about Accessories,Belarus,Knowledge Portal,Travel
0012w00000LRfsiAAD,Low,2020-01-03,71,Web,Breakdown,Compliant,Premium,Closed,Case about Accessories,Brazil,Chatbot,Entertainment
0012w00000LRfsjAAD,Medium,2020-01-04,87,Chat,Equipment Design,Compliant,Basic,Working,Case about Accessories,Belgium,Call center Agent,Computer Software
0012w00000LRfskAAD,Medium,2020-01-05,93,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Accessories,China,Onsite Agent,Construction
0012w00000LRfslAAD,Medium,2020-01-06,75,Web,Equipment Design,Compliant,Basic,Working,Case about Accessories,United Arab Emirates,Self,Health Care
0012w00000LRfsmAAD,Medium,2020-01-07,70,Chat,Feedback,Compliant,Basic,Working,Case about Accessories,United States of America,Knowledge Portal,Manufacturing
0012w00000LRfsnAAD,Low,2020-01-08,83,Web,Feedback,Open Violation,Basic,Working,Case about Accessories,India,Chatbot,Consumer Goods
0012w00000LRfsoAAD,Low,2020-01-09,99,Email,Installation,Compliant,Basic,Closed,Case about Accessories,The United Kingdom,Call center Agent,Health Care
0012w00000LRfspAAD,Low,2020-01-10,112,Web,Feedback,Compliant,Basic,Closed,Case about Accessories,Russia,Onsite Agent,Entertainment
0012w00000LRfsqAAD,Low,2020-01-11,92,Chat,Equipment Complexity,Compliant,Premium,Closed,Case about Accessories,Canada,Self,Computer Software
0012w00000LRfsrAAD,Low,2020-01-12,100,Email,Breakdown,Compliant,Basic,Closed,Case about Accessories,Israel,Knowledge Portal,Construction
0012w00000LRfssAAD,Medium,2020-01-13,85,Web,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Australia,Chatbot,Health Care
0012w00000LRfstAAD,Low,2020-01-14,91,Chat,Installation,Compliant,Premium,Closed,Case about Accessories,Austria,Call center Agent,Manufacturing
0012w00000LRfsuAAD,Low,2020-01-15,80,Web,Breakdown,Compliant,Premium,Closed,Case about Accessories,Belarus,Onsite Agent,Consumer Goods
0012w00000LRfsvAAD,Low,2020-01-16,86,Phone,Installation,Compliant,Premium,Closed,Case about Accessories,Brazil,Self,Travel
0012w00000LRfswAAD,Medium,2020-01-17,92,Phone,Equipment Complexity,Compliant,Premium,Closed,Case about Accessories,Belgium,Knowledge Portal,Entertainment
0012w00000LRfsxAAD,Low,2020-01-18,75,Phone,Equipment Complexity,Compliant,Basic,Closed,Case about Accessories,China,Chatbot,Computer Software
0012w00000LRfsyAAD,Low,2020-01-19,99,Chat,Equipment Complexity,Compliant,Basic,Closed,Case about Accessories,United Arab Emirates,Call center Agent,Construction
0012w00000LRfszAAD,High,2020-01-20,93,Chat,Performance,Compliant,Premium,Closed,Case about Accessories,United States of America,Onsite Agent,Health Care
0012w00000LRft0AAD,Low,2020-01-21,94,Chat,Installation,Compliant,Premium,Closed,Case about Accessories,India,Self,Manufacturing
0012w00000LRft1AAD,Medium,2020-01-22,86,Phone,Installation,Compliant,Basic,Closed,Case about Accessories,The United Kingdom,Knowledge Portal,Consumer Goods
0012w00000LRft2AAD,Low,2020-01-23,104,Chat,Feedback,Compliant,Premium,Closed,Case about Accessories,Russia,Chatbot,Travel
0012w00000LRft3AAD,Low,2020-01-24,107,Email,Feedback,Compliant,Basic,Closed,Case about Accessories,Canada,Call center Agent,Entertainment
0012w00000LRft4AAD,Low,2020-01-25,96,Phone,Breakdown,Compliant,Premium,Closed,Case about Accessories,Israel,Onsite Agent,Computer Software
0012w00000LRfhJAAT,Medium,2020-01-26,114,Phone,Feedback,Compliant,Premium,Closed,Case about Accessories,Australia,Self,Construction
0012w00000LRfhKAAT,Medium,2020-01-27,88,Phone,Feedback,Compliant,Basic,Closed,Case about Accessories,Austria,Knowledge Portal,Health Care
0012w00000LRfhLAAT,Low,2020-01-28,115,Chat,Other,Compliant,Basic,Closed,Case about Accessories,Belarus,Chatbot,Manufacturing
0012w00000LRfhMAAT,Medium,2020-01-29,86,Phone,Performance,Compliant,Basic,Closed,Case about Accessories,Brazil,Call center Agent,Consumer Goods
0012w00000LRfhNAAT,Low,2020-01-30,97,Phone,Installation,Compliant,Basic,Closed,Case about Accessories,Belgium,Onsite Agent,Health Care
0012w00000LRfhOAAT,Medium,2020-01-31,89,Phone,Breakdown,Compliant,Basic,Closed,Case about Accessories,China,Self,Entertainment
0012w00000LRfhPAAT,Low,2020-02-01,93,Phone,Breakdown,Compliant,Basic,Closed,Case about Accessories,United Arab Emirates,Knowledge Portal,Computer Software
0012w00000LRfhQAAT,Low,2020-02-02,90,Web,Breakdown,Compliant,Basic,Attention,Case about Accessories,United States of America,Chatbot,Construction
0012w00000LRfhRAAT,Low,2020-02-03,92,Phone,Equipment Complexity,Compliant,Premium,Working,Case about Accessories,India,Call center Agent,Health Care
0012w00000LRfhSAAT,Low,2020-02-04,80,Phone,Performance,Open Violation,Basic,On Hold,Case about Accessories,The United Kingdom,Onsite Agent,Manufacturing
0012w00000LRfhTAAT,Medium,2020-02-05,95,Chat,Installation,Compliant,Basic,Closed,Case about Accessories,Russia,Self,Consumer Goods
0012w00000LRfhUAAT,Low,2020-02-06,95,Web,Equipment Design,Compliant,Basic,Closed,Case about Accessories,Canada,Knowledge Portal,Travel
0012w00000LRfhVAAT,Low,2020-02-07,76,Phone,Breakdown,Compliant,Basic,Closed,Case about Accessories,Israel,Chatbot,Entertainment
0012w00000LRfhWAAT,Low,2020-02-08,66,Web,Feedback,Compliant,Basic,Closed,Case about Accessories,Australia,Call center Agent,Computer Software
0012w00000LRfhXAAT,Low,2020-02-09,99,Phone,Breakdown,Compliant,Basic,Working,Case about Accessories,Austria,Onsite Agent,Construction
0012w00000LRfhYAAT,Low,2020-02-10,91,Chat,Feedback,Compliant,Basic,On Hold,Case about Accessories,Belarus,Self,Health Care
0012w00000LRfhZAAT,Medium,2020-02-11,62,Phone,Equipment Complexity,Compliant,Basic,Working,Case about Accessories,Brazil,Knowledge Portal,Manufacturing
0012w00000LRfhaAAD,Medium,2020-02-12,81,Email,Feedback,Compliant,Basic,Working,Case about Accessories,Belgium,Chatbot,Consumer Goods
0012w00000LRfhbAAD,Low,2020-02-13,91,Web,Equipment Complexity,Open Violation,Basic,Closed,Case about Digital Media,China,Call center Agent,Travel
