AnlyTxHack__ExternalAccountId__c,Amount,CloseDate,AnlyTxHack__Company_Size__c,AnlyTxHack__Industry_Type__c,LeadSource,Name,AnlyTxHack__Opportunity_Source__c,AnlyTxHack__Region__c,StageName,Type,AnlyTxHack__Country__c
0012w00000Lz0WcAAJ,384840,14-01-2020 00:00,26-200,Travel,Partner,Opportunity for Vasquez1191,AE,APAC,Closed Lost,Existing Business,India
0012w00000Lz0XoAAJ,7747190,15-01-2020 00:00,Over 201,Entertainment,Word of mouth,Opportunity for Tate1543,Alliances,LATAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0XkAAJ,27800,16-01-2020 00:00,Over 201,Travel,Partner,Opportunity for Bates1547,Alliances,APAC,Closed Won,New Business / Add-on,Russia
0012w00000Lz0j8AAB,667200,17-01-2020 00:00,Over 201,Manufacturing,Public Relations,Opportunity for McKinney1548,AE,EMEA,Closed Won,New Business / Add-on,Canada
0012w00000Lz0hfAAB,2325850,18-01-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Banks1549,Alliances,EMEA,Closed Won,New Business,Israel
0012w00000Lz0VEAAZ,638750,19-01-2020 00:00,Over 201,Human Resource,Web,Opportunity for Burgess1551,AE,NAM,Closed Won,New Business / Add-on,Australia
0012w00000Lz0TwAAJ,116360,20-01-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Reynolds1553,BDR,APAC,Closed Won,New Business / Add-on,Austria
0012w00000Lz0jRAAR,1918900,22-01-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Cole1563,AE,LATAM,Qualification,New Business,Belarus
0012w00000Lz0cTAAR,14640,23-01-2020 00:00,Over 201,Manufacturing,Advertisement,Opportunity for Chapman1566,BDR,EMEA,Proposal/Price Quote,New Business / Add-on,Brazil
0012w00000Lz0djAAB,49760,26-01-2020 00:00,Over 201,Travel,Web,Opportunity for Joseph1936,BDR,APAC,Closed Won,New Business,United Arab Emirates
0012w00000Lz0cfAAB,364760,27-01-2020 00:00,Over 201,Entertainment,Web,Opportunity for Todd1938,Marketing,LATAM,Prospecting,New Business,United States of America
0012w00000Lz0iOAAR,3351780,28-01-2020 00:00,Over 201,Construction,Public Relations,Opportunity for Warner1943,Marketing,APAC,Needs Analysis,New Business,India
0012w00000Lz0eOAAR,804275,30-01-2020 00:00,Over 201,Manufacturing,Employee Referral,Opportunity for Baldwin443,AE,EMEA,Closed Won,New Business,The United Kingdom
0012w00000Lz0bZAAR,41500,31-01-2020 00:00,26-200,Manufacturing,Partner,Opportunity for Gross444,Marketing,EMEA,Needs Analysis,New Business / Add-on,Russia
0012w00000Lz0YnAAJ,663100,01-02-2020 00:00,Over 201,Construction,Partner,Opportunity for Barker446,Marketing,APAC,Closed Won,New Business,Canada
0012w00000Lz0fsAAB,90274,02-02-2020 00:00,Over 201,Travel,Trade Show,Opportunity for Barnes448,AE,APAC,Closed Won,New Business / Add-on,Israel
0012w00000Lz0XUAAZ,1420100,04-02-2020 00:00,0-25,Human Resource,Web,Opportunity for Bryan454,Marketing,NAM,Prospecting,New Business / Add-on,Australia
0012w00000Lz0dzAAB,316726,05-02-2020 00:00,Over 201,Construction,Partner,Opportunity for Mendez460,AE,APAC,Closed Won,New Business,Austria
0012w00000Lz0eNAAR,2202900,06-02-2020 00:00,Over 201,Human Resource,Word of mouth,Opportunity for Christensen462,BDR,NAM,Closed Won,New Business,Belarus
0012w00000Lz0fFAAR,424836,07-02-2020 00:00,26-200,Consumer Goods,Employee Referral,Opportunity for Stevenson463,BDR,NAM,Closed Won,New Business / Add-on,Brazil
0012w00000Lz0gRAAR,219500,08-02-2020 00:00,Over 201,Travel,Partner,Opportunity for Arnold464,Marketing,APAC,Closed Won,New Business / Add-on,Belgium
0012w00000Lz0jFAAR,150240,12-01-2020 00:00,Over 201,Manufacturing,Word of mouth,Opportunity for Bates1455,Marketing,EMEA,Needs Analysis,New Business / Add-on,Belgium
0012w00000Lz0fnAAB,822800,13-01-2020 00:00,0-25,Construction,Advertisement,Opportunity for Fisher1458,Alliances,APAC,Closed Won,New Business / Add-on,China
0012w00000Lz0XaAAJ,237840,14-01-2020 00:00,26-200,Entertainment,Partner,Opportunity for Paul1460,Alliances,LATAM,Prospecting,New Business,United Arab Emirates
0012w00000Lz0fWAAR,844100,15-01-2020 00:00,26-200,Manufacturing,Advertisement,Opportunity for Cruz1461,Marketing,EMEA,Closed Lost,New Business,United States of America
0012w00000Lz0VXAAZ,683100,16-01-2020 00:00,0-25,Consumer Goods,Advertisement,Opportunity for Jacobs1464,Marketing,NAM,Closed Lost,New Business,India
0012w00000Lz0cUAAR,1794340,17-01-2020 00:00,26-200,Travel,Advertisement,Opportunity for Lee1827,BDR,APAC,Closed Won,New Business,The United Kingdom
0012w00000Lz0VTAAZ,182000,18-01-2020 00:00,Over 201,Manufacturing,Partner,Opportunity for Cross1834,Marketing,EMEA,Closed Won,New Business / Add-on,Russia
0012w00000Lz0WUAAZ,1518400,19-01-2020 00:00,26-200,Manufacturing,Word of mouth,Opportunity for McGee1836,Marketing,EMEA,Closed Lost,New Business / Add-on,Canada
0012w00000Lz0ZJAAZ,23245,21-01-2020 00:00,0-25,Manufacturing,Employee Referral,Opportunity for Lawson1843,Alliances,EMEA,Closed Won,New Business,Israel
0012w00000Lz0XSAAZ,133800,22-01-2020 00:00,26-200,Consumer Goods,Employee Referral,Opportunity for Medina1844,AE,NAM,Closed Lost,Existing Business,Australia
0012w00000Lz0WjAAJ,103690,23-01-2020 00:00,26-200,Travel,Word of mouth,Opportunity for Roberts1847,Marketing,APAC,Closed Won,New Business,Austria
0012w00000Lz0ZjAAJ,4824325,24-01-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Ramos1851,Alliances,LATAM,Closed Won,Existing Business,Belarus
0012w00000Lz0hXAAR,503975,27-01-2020 00:00,0-25,Human Resource,Advertisement,Opportunity for Morgan713,Alliances,NAM,Closed Won,Existing Business,Brazil
0012w00000Lz0Y1AAJ,2745600,28-01-2020 00:00,Over 201,Consumer Goods,Web,Opportunity for Massey714,Marketing,NAM,Closed Won,New Business,Belgium
0012w00000Lz0eAAAR,98850,29-01-2020 00:00,26-200,Manufacturing,Word of mouth,Opportunity for Freeman717,AE,EMEA,Value Proposition,Existing Business,China
0012w00000Lz0dzAAB,532950,30-01-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Maldonado720,Marketing,APAC,Closed Lost,New Business,United Arab Emirates
0012w00000Lz0UDAAZ,2669875,09-02-2020 00:00,26-200,Human Resource,Web,Opportunity for Wolfe807,Marketing,NAM,Closed Lost,New Business,China
0012w00000Lz0dtAAB,248276,10-02-2020 00:00,26-200,Consumer Goods,Web,Opportunity for Hamilton810,AE,NAM,Negotiation/Review,New Business,United Arab Emirates
0012w00000Lz0hrAAB,218204,12-02-2020 00:00,Over 201,Entertainment,Employee Referral,Opportunity for Stokes814,Marketing,LATAM,Closed Won,New Business / Add-on,United States of America
0012w00000Lz0VTAAZ,457656,13-02-2020 00:00,Over 201,Manufacturing,Employee Referral,Opportunity for Goodman815,AE,EMEA,Closed Won,Existing Business,India
0012w00000Lz0ZoAAJ,263500,14-02-2020 00:00,0-25,Construction,Employee Referral,Opportunity for Carter816,Alliances,APAC,Closed Won,New Business,The United Kingdom
0012w00000Lz0c4AAB,2592000,15-02-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Banks821,BDR,APAC,Needs Analysis,New Business,Russia
0012w00000Lz0eDAAR,791500,17-02-2020 00:00,Over 201,Construction,Employee Referral,Opportunity for Powell825,Marketing,APAC,Qualification,New Business,Canada
0012w00000Lz0YTAAZ,2719000,18-02-2020 00:00,26-200,Consumer Goods,Partner,Opportunity for Parks826,Marketing,NAM,Closed Won,Existing Business,Israel
0012w00000Lz0h5AAB,448068,19-02-2020 00:00,Over 201,Human Resource,Word of mouth,Opportunity for Stone1195,BDR,NAM,Closed Won,New Business,Australia
0012w00000Lz0ieAAB,9000,20-02-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Hayes1197,AE,LATAM,Closed Won,Existing Business,Austria
0012w00000Lz0ijAAB,1740500,21-02-2020 00:00,26-200,Construction,Employee Referral,Opportunity for Logan1198,BDR,APAC,Closed Lost,New Business,Belarus
0012w00000Lz0hBAAR,39600,23-02-2020 00:00,26-200,Entertainment,Employee Referral,Opportunity for Lane1202,AE,LATAM,Value Proposition,New Business / Add-on,Brazil
0012w00000Lz0UzAAJ,398311,24-02-2020 00:00,26-200,Entertainment,Public Relations,Opportunity for Nichols1204,Marketing,LATAM,Closed Lost,New Business,Belgium
0012w00000Lz0bVAAR,2339200,25-02-2020 00:00,Over 201,Construction,Web,Opportunity for Howard1207,Marketing,APAC,Closed Won,New Business,China
0012w00000Lz0beAAB,388760,26-02-2020 00:00,26-200,Entertainment,Partner,Opportunity for Murray1210,BDR,LATAM,Closed Lost,New Business / Add-on,United Arab Emirates
0012w00000Lz0arAAB,76800,27-02-2020 00:00,0-25,Entertainment,Advertisement,Opportunity for Wagner1214,Marketing,LATAM,Closed Won,New Business / Add-on,United States of America
0012w00000Lz0ZoAAJ,95400,28-02-2020 00:00,0-25,Construction,Web,Opportunity for Thomas1215,Marketing,APAC,Closed Won,New Business / Add-on,India
0012w00000Lz0TzAAJ,390400,29-02-2020 00:00,0-25,Human Resource,Employee Referral,Opportunity for Yates1567,Marketing,NAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0adAAB,578880,01-03-2020 00:00,Over 201,Entertainment,Web,Opportunity for Curtis1571,Marketing,LATAM,Perception Analysis,New Business,Russia
0012w00000Lz0d5AAB,2165900,02-03-2020 00:00,0-25,Construction,Public Relations,Opportunity for Clark1572,AE,APAC,Closed Lost,Existing Business,Canada
0012w00000Lz0ZhAAJ,200400,03-03-2020 00:00,0-25,Construction,Public Relations,Opportunity for Williamson1573,BDR,APAC,Closed Won,New Business / Add-on,Israel
0012w00000Lz0i6AAB,1292300,05-03-2020 00:00,26-200,Human Resource,Partner,Opportunity for Campbell1583,Alliances,NAM,Closed Lost,New Business,Australia
0012w00000Lz0ZhAAJ,72720,06-03-2020 00:00,0-25,Construction,Partner,Opportunity for Lamb1584,BDR,APAC,Closed Won,Existing Business,Austria
0012w00000Lz0boAAB,163110,07-03-2020 00:00,Over 201,Travel,Advertisement,Opportunity for Bates1952,AE,APAC,Closed Lost,New Business,Belarus
0012w00000Lz0YWAAZ,735870,08-03-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Webster1954,AE,EMEA,Prospecting,New Business,Brazil
0012w00000Lz0giAAB,482025,09-03-2020 00:00,Over 201,Consumer Goods,Public Relations,Opportunity for Harper1957,Alliances,NAM,Value Proposition,New Business,Belgium
0012w00000Lz0WKAAZ,1438500,10-03-2020 00:00,0-25,Consumer Goods,Web,Opportunity for Stone1959,BDR,NAM,Closed Won,New Business / Add-on,China
0012w00000Lz0VvAAJ,2714200,11-03-2020 00:00,0-25,Manufacturing,Employee Referral,Opportunity for Bush1960,Marketing,EMEA,Closed Lost,New Business,United Arab Emirates
0012w00000Lz0bjAAB,60160,12-03-2020 00:00,0-25,Construction,Seminar - Internal,Opportunity for Murphy1963,AE,APAC,Value Proposition,New Business,United States of America
0012w00000Lz0U9AAJ,5198280,13-03-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Carson1966,AE,EMEA,Prospecting,New Business,India
0012w00000Lz0W5AAJ,15760,14-03-2020 00:00,Over 201,Construction,Trade Show,Opportunity for Bowen1968,AE,APAC,Needs Analysis,New Business,The United Kingdom
0012w00000Lz0TyAAJ,1756800,15-03-2020 00:00,26-200,Entertainment,Word of mouth,Opportunity for Nguyen1971,Alliances,LATAM,Qualification,New Business / Add-on,Russia
0012w00000Lz0Y9AAJ,179964,17-03-2020 00:00,0-25,Entertainment,Partner,Opportunity for Glover1974,Alliances,LATAM,Qualification,Existing Business,Canada
0012w00000Lz0ZVAAZ,1876750,18-03-2020 00:00,0-25,Entertainment,Seminar - Internal,Opportunity for Santiago1975,BDR,LATAM,Closed Won,New Business,Israel
0012w00000Lz0dVAAR,2925000,19-03-2020 00:00,26-200,Travel,Web,Opportunity for Tucker470,Marketing,APAC,Perception Analysis,Existing Business,Australia
0012w00000Lz0YZAAZ,710500,20-03-2020 00:00,Over 201,Construction,Public Relations,Opportunity for Norman472,Alliances,APAC,Closed Won,New Business,Austria
0012w00000Lz0i0AAB,623750,21-03-2020 00:00,Over 201,Manufacturing,Trade Show,Opportunity for Harrison476,BDR,EMEA,Closed Won,New Business,Belarus
0012w00000Lz0f0AAB,70368,22-03-2020 00:00,26-200,Construction,Employee Referral,Opportunity for Stokes477,AE,APAC,Perception Analysis,New Business,Brazil
0012w00000Lz0WqAAJ,646400,23-03-2020 00:00,Over 201,Travel,Trade Show,Opportunity for Henry479,BDR,APAC,Closed Won,New Business,Belgium
0012w00000Lz0UFAAZ,5880,24-03-2020 00:00,Over 201,Travel,Partner,Opportunity for Shaw480,AE,APAC,Closed Won,New Business,China
0012w00000Lz0WJAAZ,152400,25-03-2020 00:00,0-25,Construction,Advertisement,Opportunity for Silva482,BDR,APAC,Closed Won,New Business,United Arab Emirates
0012w00000Lz0crAAB,902400,26-03-2020 00:00,Over 201,Construction,Web,Opportunity for Pittman483,BDR,APAC,Closed Won,Existing Business,United States of America
0012w00000Lz0faAAB,365072,27-03-2020 00:00,26-200,Consumer Goods,Partner,Opportunity for Sanchez828,Marketing,NAM,Qualification,New Business,India
0012w00000Lz0ebAAB,1032260,28-03-2020 00:00,Over 201,Human Resource,Employee Referral,Opportunity for Morris829,Alliances,NAM,Closed Lost,New Business,The United Kingdom
0012w00000Lz0ZOAAZ,1153670,30-03-2020 00:00,26-200,Entertainment,Trade Show,Opportunity for Nash833,AE,LATAM,Closed Lost,New Business / Add-on,Russia
0012w00000Lz0YYAAZ,805000,31-03-2020 00:00,26-200,Computer Software,Employee Referral,Opportunity for Mendoza841,AE,EMEA,Closed Won,New Business / Add-on,Canada
0012w00000Lz0cKAAR,3198400,01-04-2020 00:00,0-25,Entertainment,Word of mouth,Opportunity for Thomas843,AE,LATAM,Closed Won,New Business,Israel
0012w00000Lz0dzAAB,895290,02-04-2020 00:00,Over 201,Construction,Word of mouth,Opportunity for Hughes845,BDR,APAC,Needs Analysis,New Business,Australia
0012w00000Lz0XKAAZ,260500,03-04-2020 00:00,Over 201,Construction,Web,Opportunity for Weber1216,AE,APAC,Closed Lost,New Business / Add-on,Austria
0012w00000Lz0W3AAJ,1750,04-04-2020 00:00,Over 201,Travel,Advertisement,Opportunity for Greene1220,BDR,APAC,Needs Analysis,New Business,Belarus
0012w00000Lz0dlAAB,323550,05-04-2020 00:00,0-25,Construction,Advertisement,Opportunity for Carpenter1221,Alliances,APAC,Closed Won,New Business,Brazil
0012w00000Lz0bPAAR,133017,07-04-2020 00:00,Over 201,Consumer Goods,Partner,Opportunity for Romero1224,Marketing,NAM,Perception Analysis,New Business,Belgium
0012w00000Lz0dqAAB,2641175,08-04-2020 00:00,26-200,Travel,Seminar - Internal,Opportunity for Young1227,Marketing,APAC,Closed Lost,New Business / Add-on,China
0012w00000Lz0fPAAR,2207200,09-04-2020 00:00,0-25,Manufacturing,Web,Opportunity for Paul1228,AE,EMEA,Closed Won,Existing Business,United Arab Emirates
0012w00000Lz0YNAAZ,100040,10-04-2020 00:00,Over 201,Entertainment,Partner,Opportunity for Higgins1229,BDR,LATAM,Closed Lost,New Business / Add-on,United States of America
0012w00000Lz0XcAAJ,4708010,11-04-2020 00:00,Over 201,Manufacturing,Word of mouth,Opportunity for Brown1230,BDR,EMEA,Needs Analysis,New Business / Add-on,India
0012w00000Lz0dEAAR,2604140,12-04-2020 00:00,Over 201,Entertainment,Partner,Opportunity for Bass1237,BDR,LATAM,Closed Won,New Business / Add-on,The United Kingdom
0012w00000Lz0UIAAZ,831100,13-04-2020 00:00,26-200,Consumer Goods,Web,Opportunity for Barton1587,Marketing,NAM,Closed Lost,New Business / Add-on,Russia
0012w00000Lz0UVAAZ,249600,14-04-2020 00:00,Over 201,Construction,Web,Opportunity for Kelley1593,AE,APAC,Closed Won,New Business,Canada
0012w00000Lz0b0AAB,2217555,16-04-2020 00:00,Over 201,Manufacturing,Partner,Opportunity for Alvarado1597,Marketing,EMEA,Prospecting,New Business / Add-on,Israel
0012w00000Lz0XTAAZ,1012640,17-04-2020 00:00,0-25,Entertainment,Advertisement,Opportunity for Massey1601,BDR,LATAM,Closed Won,New Business,Australia
0012w00000Lz0VPAAZ,4090880,18-04-2020 00:00,Over 201,Construction,Advertisement,Opportunity for Barker1602,AE,APAC,Closed Won,Existing Business,Austria
0012w00000Lz0UxAAJ,61500,19-04-2020 00:00,0-25,Construction,Employee Referral,Opportunity for Cunningham1976,BDR,APAC,Closed Won,New Business / Add-on,Belarus
0012w00000Lz0hWAAR,3570200,20-04-2020 00:00,26-200,Entertainment,Word of mouth,Opportunity for Ellis1978,AE,LATAM,Value Proposition,Existing Business,Brazil
0012w00000Lz0iXAAR,1096500,21-04-2020 00:00,26-200,Entertainment,Web,Opportunity for McLaughlin1979,BDR,LATAM,Closed Won,New Business,Belgium
0012w00000Lz0USAAZ,1269390,23-04-2020 00:00,Over 201,Manufacturing,Trade Show,Opportunity for Mann1985,Marketing,EMEA,Prospecting,New Business / Add-on,China
0012w00000Lz0ZLAAZ,281700,24-04-2020 00:00,Over 201,Computer Software,Public Relations,Opportunity for Paul1992,BDR,EMEA,Value Proposition,New Business,United Arab Emirates
0012w00000Lz0ZjAAJ,2717500,25-04-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Burton1994,AE,LATAM,Prospecting,New Business / Add-on,United States of America
0012w00000Lz0giAAB,1023320,27-04-2020 00:00,Over 201,Consumer Goods,Advertisement,Opportunity for Spencer490,Marketing,NAM,Value Proposition,New Business,India
0012w00000Lz0a4AAB,2367210,29-04-2020 00:00,Over 201,Entertainment,Advertisement,Opportunity for Lyons494,BDR,LATAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0VWAAZ,327145,30-04-2020 00:00,26-200,Construction,Employee Referral,Opportunity for Smith497,BDR,APAC,Value Proposition,New Business / Add-on,Russia
0012w00000Lz0ZCAAZ,1641600,01-05-2020 00:00,26-200,Manufacturing,Public Relations,Opportunity for Reeves502,Marketing,EMEA,Perception Analysis,New Business / Add-on,Canada
0012w00000Lz0XSAAZ,439380,04-05-2020 00:00,26-200,Consumer Goods,Trade Show,Opportunity for Gordon852,Marketing,NAM,Value Proposition,New Business / Add-on,Israel
0012w00000Lz0UuAAJ,1459175,05-05-2020 00:00,Over 201,Manufacturing,Web,Opportunity for Atkins860,AE,EMEA,Closed Lost,Existing Business,Australia
0012w00000Lz0YMAAZ,313200,06-05-2020 00:00,26-200,Consumer Goods,Web,Opportunity for Gordon872,AE,NAM,Closed Lost,New Business / Add-on,Austria
0012w00000Lz0dLAAR,3263870,07-05-2020 00:00,Over 201,Entertainment,Trade Show,Opportunity for Rogers1242,AE,LATAM,Closed Won,New Business,Belarus
0012w00000Lz0Y3AAJ,377400,08-05-2020 00:00,0-25,Human Resource,Public Relations,Opportunity for Parks1244,AE,NAM,Closed Lost,Existing Business,Brazil
0012w00000Lz0YOAAZ,1722250,09-05-2020 00:00,Over 201,Human Resource,Word of mouth,Opportunity for Hall1246,Marketing,NAM,Closed Lost,New Business / Add-on,Belgium
0012w00000Lz0f3AAB,91200,11-05-2020 00:00,26-200,Human Resource,Seminar - Internal,Opportunity for Morton1251,Marketing,NAM,Closed Lost,New Business,China
0012w00000Lz0epAAB,836425,13-05-2020 00:00,0-25,Human Resource,Employee Referral,Opportunity for Delgado1258,Alliances,NAM,Closed Lost,New Business / Add-on,United Arab Emirates
0012w00000Lz0diAAB,131750,14-05-2020 00:00,Over 201,Manufacturing,Seminar - Internal,Opportunity for Terry1604,AE,EMEA,Closed Won,New Business,United States of America
0012w00000Lz0hQAAR,87240,16-05-2020 00:00,Over 201,Human Resource,Web,Opportunity for Singleton1620,AE,NAM,Closed Won,New Business,India
0012w00000Lz0UyAAJ,1817900,19-05-2020 00:00,0-25,Consumer Goods,Public Relations,Opportunity for Elliott511,AE,NAM,Closed Won,New Business,The United Kingdom
0012w00000Lz0j5AAB,1578500,20-05-2020 00:00,0-25,Consumer Goods,Word of mouth,Opportunity for Wilkerson513,Marketing,NAM,Closed Won,New Business,Russia
0012w00000Lz0VuAAJ,2734080,21-05-2020 00:00,26-200,Human Resource,Public Relations,Opportunity for Barnes515,AE,NAM,Closed Won,New Business,Canada
0012w00000Lz0VOAAZ,913860,22-05-2020 00:00,Over 201,Computer Software,Employee Referral,Opportunity for Collier517,BDR,EMEA,Value Proposition,New Business / Add-on,Israel
0012w00000Lz0foAAB,230520,23-05-2020 00:00,0-25,Consumer Goods,Partner,Opportunity for Hansen520,Alliances,NAM,Closed Won,New Business / Add-on,Australia
0012w00000Lz0ZxAAJ,411185,24-05-2020 00:00,Over 201,Entertainment,Web,Opportunity for Clarke523,AE,LATAM,Closed Won,New Business / Add-on,Austria
0012w00000Lz0eCAAR,1817815,25-05-2020 00:00,Over 201,Computer Software,Trade Show,Opportunity for Dennis524,Alliances,EMEA,Closed Lost,New Business,Belarus
0012w00000Lz0iMAAR,1593200,26-05-2020 00:00,Over 201,Travel,Web,Opportunity for Harper529,AE,APAC,Perception Analysis,New Business / Add-on,Brazil
