AnlyTxHack__ExternalAccountId__c,AMOUNT,CLOSEDATE,AnlyTxHack__Company_Size__c,AnlyTxHack__Country__c,AnlyTxHack__Industry_Type__c,LEADSOURCE,NAME,STAGENAME,TYPE
0012w00000LRfplAAD,3145700,2020-01-29,Over 201,Russia,Entertainment,Web,Opportunity for Todd1938,Prospecting,New Business
0012w00000LRfvwAAD,1134385,2020-01-29,Over 201,Israel,Construction,Public Relations,Opportunity for Tate537,Closed Won,New Business
0012w00000LRfkFAAT,266400,2020-01-29,0-25,Austria,Computer Software,Partner,Opportunity for Love368,Needs Analysis,New Business / Add-on
0012w00000LRfvAAAT,2378700,2020-01-29,Over 201,United Arab Emirates,Construction,Web,Opportunity for Keller612,Closed Lost,Existing Business
0012w00000LRfueAAD,1542350,2020-01-29,26-200,Belgium,Computer Software,Employee Referral,Opportunity for Waters1946,Closed Lost,New Business / Add-on
0012w00000LRfnOAAT,1471800,2020-01-29,26-200,United Arab Emirates,Health Care,Seminar - Internal,Opportunity for Scott363,Closed Won,New Business / Add-on
0012w00000LRflRAAT,809810,2020-01-30,0-25,Canada,Entertainment,Web,Opportunity for Rios369,Closed Lost,New Business / Add-on
0012w00000LRfurAAD,804275,2020-01-30,Over 201,The United Kingdom,Manufacturing,Employee Referral,Opportunity for Baldwin443,Closed Won,New Business
0012w00000LRftqAAD,532950,2020-01-30,Over 201,United Arab Emirates,Construction,Employee Referral,Opportunity for Maldonado720,Closed Lost,New Business
0012w00000LRfmIAAT,209955,2020-01-30,0-25,United States of America,Manufacturing,Employee Referral,Opportunity for McCoy365,Perception Analysis,New Business
0012w00000LRfp6AAD,1668500,2020-01-30,Over 201,Canada,Construction,Public Relations,Opportunity for Warner1943,Needs Analysis,New Business
0012w00000LRfjAAAT,79480,2020-01-30,Over 201,Australia,Travel,Employee Referral,Opportunity for Matthews542,Closed Won,New Business
0012w00000LRfn1AAD,73600,2020-01-30,26-200,United States of America,Travel,Employee Referral,Opportunity for Osborne613,Closed Won,New Business
0012w00000LRflhAAD,41500,2020-01-31,26-200,Russia,Manufacturing,Partner,Opportunity for Gross444,Needs Analysis,New Business / Add-on
0012w00000LRfueAAD,157900,2020-01-31,26-200,United Arab Emirates,Computer Software,Employee Referral,Opportunity for Waters1946,Needs Analysis,New Business / Add-on
0012w00000LRfigAAD,209104,2020-01-31,0-25,Belarus,Computer Software,Word of mouth,Opportunity for Gordon370,Value Proposition,New Business
0012w00000LRftXAAT,765600,2020-01-31,Over 201,India,Manufacturing,Employee Referral,Opportunity for Valdez617,Closed Lost,New Business
0012w00000LRfpkAAD,498880,2020-01-31,Over 201,Belgium,Consumer Goods,Advertisement,Opportunity for Reeves721,Closed Lost,New Business / Add-on
0012w00000LRfhwAAD,761000,2020-01-31,0-25,Belgium,Computer Software,Trade Show,Opportunity for Bryant543,Qualification,New Business / Add-on
0012w00000LRfkFAAT,1648300,2020-01-31,0-25,United States of America,Computer Software,Partner,Opportunity for Love368,Closed Lost,New Business / Add-on
0012w00000LRfh7AAD,582035,2020-02-01,Over 201,Israel,Travel,Employee Referral,Opportunity for Harrington373,Qualification,New Business
0012w00000LRfvOAAT,663100,2020-02-01,Over 201,Canada,Construction,Partner,Opportunity for Barker446,Closed Won,New Business
0012w00000LRflRAAT,449660,2020-02-01,0-25,India,Entertainment,Web,Opportunity for Rios369,Closed Lost,New Business / Add-on
0012w00000LRfurAAD,624510,2020-02-01,Over 201,Israel,Manufacturing,Employee Referral,Opportunity for Baldwin443,Closed Won,New Business
0012w00000LRftIAAT,834280,2020-02-01,26-200,The United Kingdom,Consumer Goods,Public Relations,Opportunity for Weber619,Closed Won,New Business / Add-on
0012w00000LRfh0AAD,650350,2020-02-01,0-25,China,Travel,Partner,Opportunity for Joseph722,Needs Analysis,Existing Business
0012w00000LRfoCAAT,254500,2020-02-01,26-200,Austria,Computer Software,Employee Referral,Opportunity for Wong544,Qualification,New Business
0012w00000LRfhvAAD,90274,2020-02-02,Over 201,Israel,Travel,Trade Show,Opportunity for Barnes448,Closed Won,New Business / Add-on
0012w00000LRflhAAD,3168250,2020-02-02,26-200,Australia,Manufacturing,Partner,Opportunity for Gross444,Needs Analysis,New Business / Add-on
0012w00000LRfnkAAD,273090,2020-02-02,26-200,Russia,Construction,Word of mouth,Opportunity for West620,Closed Won,Existing Business
0012w00000LRfsSAAT,987930,2020-02-02,Over 201,United Arab Emirates,Construction,Web,Opportunity for Silva728,Closed Won,Existing Business
0012w00000LRfigAAD,470298,2020-02-02,0-25,The United Kingdom,Computer Software,Word of mouth,Opportunity for Gordon370,Closed Lost,New Business
0012w00000LRfgRAAT,18960,2020-02-02,0-25,Australia,Entertainment,Partner,Opportunity for Pearson374,Closed Lost,New Business
0012w00000LRfviAAD,1229730,2020-02-02,26-200,Austria,Entertainment,Advertisement,Opportunity for Mack545,Closed Lost,New Business
0012w00000LRfh7AAD,1046380,2020-02-03,Over 201,The United Kingdom,Travel,Employee Referral,Opportunity for Harrington373,Qualification,New Business
0012w00000LRfvOAAT,605000,2020-02-03,Over 201,Austria,Construction,Partner,Opportunity for Barker446,Closed Won,New Business
0012w00000LRfgTAAT,3474950,2020-02-03,Over 201,Canada,Manufacturing,Seminar - Internal,Opportunity for Jackson625,Closed Won,Existing Business
0012w00000LRfw2AAD,409000,2020-02-03,Over 201,Russia,Computer Software,Partner,Opportunity for Beck451,Prospecting,New Business
0012w00000LRfpgAAD,1394000,2020-02-03,0-25,Canada,Computer Software,Employee Referral,Opportunity for Simpson729,Prospecting,New Business
0012w00000LRfvNAAT,173566,2020-02-03,Over 201,Israel,Computer Software,Employee Referral,Opportunity for Watkins896,Prospecting,New Business
0012w00000LRfobAAD,1573350,2020-02-03,0-25,Austria,Health Care,Partner,Opportunity for Clayton375,Qualification,New Business
0012w00000LRfhvAAD,115290,2020-02-04,Over 201,Australia,Travel,Trade Show,Opportunity for Barnes448,Closed Won,New Business / Add-on
0012w00000LRfp3AAD,1058980,2020-02-04,26-200,Belarus,Manufacturing,Partner,Opportunity for Bridges897,Closed Won,Existing Business
0012w00000LRfrIAAT,2151600,2020-02-04,26-200,Israel,Travel,Partner,Opportunity for Daniels627,Closed Won,New Business / Add-on
0012w00000LRfisAAD,281412,2020-02-04,Over 201,United States of America,Consumer Goods,Employee Referral,Opportunity for Pope1093,Closed Won,New Business
0012w00000LRflIAAT,1318960,2020-02-04,Over 201,Belarus,Entertainment,Advertisement,Opportunity for Mathis376,Closed Lost,New Business
0012w00000LRfgRAAT,58840,2020-02-04,0-25,Russia,Entertainment,Partner,Opportunity for Pearson374,Closed Lost,New Business
0012w00000LRfsrAAD,1420100,2020-02-04,0-25,Australia,Health Care,Web,Opportunity for Bryan454,Prospecting,New Business / Add-on
0012w00000LRflBAAT,3039400,2020-02-05,Over 201,Brazil,Manufacturing,Public Relations,Opportunity for Gray19,Closed Won,New Business
0012w00000LRftqAAD,316726,2020-02-05,Over 201,Austria,Construction,Partner,Opportunity for Mendez460,Closed Won,New Business
0012w00000LRfw2AAD,458680,2020-02-05,Over 201,Austria,Computer Software,Partner,Opportunity for Beck451,Closed Won,New Business
0012w00000LRfpkAAD,228220,2020-02-05,Over 201,Brazil,Consumer Goods,Word of mouth,Opportunity for Powell899,Closed Won,New Business
0012w00000LRfiNAAT,1948800,2020-02-05,Over 201,Australia,Manufacturing,Partner,Opportunity for Robinson994,Closed Won,New Business
0012w00000LRfjyAAD,175770,2020-02-05,26-200,India,Computer Software,Partner,Opportunity for Miles1094,Closed Won,Existing Business
0012w00000LRfobAAD,965700,2020-02-05,0-25,Canada,Health Care,Partner,Opportunity for Clayton375,Qualification,New Business
0012w00000LRfqiAAD,1595250,2020-02-06,26-200,Belgium,Entertainment,Advertisement,Opportunity for Hawkins22,Needs Analysis,New Business
0012w00000LRflIAAT,3077200,2020-02-06,Over 201,Israel,Construction,Advertisement,Opportunity for Mathis376,Closed Won,New Business
0012w00000LRfoYAAT,1422600,2020-02-06,Over 201,India,Construction,Word of mouth,Opportunity for Crawford995,Qualification,New Business / Add-on
0012w00000LRfpvAAD,130515,2020-02-06,Over 201,The United Kingdom,Travel,Web,Opportunity for Morton1098,Closed Lost,New Business / Add-on
0012w00000LRfr1AAD,792270,2020-02-06,26-200,Belgium,Construction,Trade Show,Opportunity for Wilkerson900,Closed Lost,New Business
0012w00000LRfuqAAD,2202900,2020-02-06,Over 201,Belarus,Health Care,Word of mouth,Opportunity for Christensen462,Closed Won,New Business
0012w00000LRfsrAAD,397710,2020-02-06,0-25,Belarus,Health Care,Web,Opportunity for Bryan454,Prospecting,New Business / Add-on
0012w00000LRfgpAAD,424836,2020-02-07,26-200,Brazil,Consumer Goods,Employee Referral,Opportunity for Stevenson463,Closed Won,New Business / Add-on
0012w00000LRftqAAD,5166200,2020-02-07,Over 201,Brazil,Construction,Partner,Opportunity for Mendez460,Closed Won,New Business
0012w00000LRflBAAT,284678,2020-02-07,Over 201,Australia,Manufacturing,Public Relations,Opportunity for Gray19,Closed Won,New Business
0012w00000LRfhaAAD,1191000,2020-02-07,0-25,The United Kingdom,Consumer Goods,Trade Show,Opportunity for McCarthy999,Closed Won,New Business
0012w00000LRfq3AAD,1148850,2020-02-07,Over 201,Australia,Computer Software,Trade Show,Opportunity for McCormick23,Closed Lost,New Business
0012w00000LRfnwAAD,283440,2020-02-07,Over 201,Russia,Manufacturing,Employee Referral,Opportunity for Mills1099,Value Proposition,New Business / Add-on
0012w00000LRfvMAAT,78400,2020-02-07,Over 201,China,Travel,Public Relations,Opportunity for Black902,Closed Won,New Business
0012w00000LRfjiAAD,219500,2020-02-08,Over 201,Belgium,Travel,Partner,Opportunity for Arnold464,Closed Won,New Business / Add-on
0012w00000LRfqiAAD,207240,2020-02-08,26-200,Austria,Entertainment,Advertisement,Opportunity for Hawkins22,Needs Analysis,New Business
0012w00000LRfuCAAT,2880800,2020-02-08,0-25,Russia,Consumer Goods,Employee Referral,Opportunity for Chavez1002,Closed Won,New Business
0012w00000LRflIAAT,1750200,2020-02-08,Over 201,Canada,Construction,Web,Opportunity for Keller1100,Needs Analysis,Existing Business
0012w00000LRfrJAAT,1406000,2020-02-08,0-25,Austria,Computer Software,Employee Referral,Opportunity for Morales903,Closed Lost,New Business / Add-on
0012w00000LRfhmAAD,788800,2020-02-08,Over 201,China,Health Care,Trade Show,Opportunity for Cox29,Perception Analysis,Existing Business
0012w00000LRfuqAAD,789160,2020-02-08,Over 201,Belgium,Health Care,Word of mouth,Opportunity for Christensen462,Closed Won,New Business
0012w00000LRfgpAAD,51480,2020-02-09,26-200,China,Consumer Goods,Employee Referral,Opportunity for Stevenson463,Closed Won,New Business / Add-on
0012w00000LRfq3AAD,470865,2020-02-09,Over 201,Belarus,Computer Software,Trade Show,Opportunity for McCormick23,Closed Won,New Business
0012w00000LRfimAAD,775200,2020-02-09,26-200,Canada,Travel,Public Relations,Opportunity for Walsh1003,Closed Won,New Business
0012w00000LRfviAAD,2598300,2020-02-09,26-200,Israel,Entertainment,Advertisement,Opportunity for Todd1101,Qualification,New Business
0012w00000LRfipAAD,994680,2020-02-09,0-25,United Arab Emirates,Travel,Trade Show,Opportunity for Doyle904,Value Proposition,New Business
0012w00000LRfryAAD,88200,2020-02-09,Over 201,United Arab Emirates,Entertainment,Trade Show,Opportunity for Butler33,Closed Lost,New Business / Add-on
0012w00000LRfk5AAD,2669875,2020-02-09,26-200,China,Health Care,Web,Opportunity for Wolfe807,Closed Won,New Business
0012w00000LRftIAAT,248276,2020-02-10,26-200,United Arab Emirates,Consumer Goods,Web,Opportunity for Hamilton810,Negotiation/Review,New Business
0012w00000LRfjiAAD,2022400,2020-02-10,Over 201,United Arab Emirates,Travel,Partner,Opportunity for Arnold464,Closed Won,New Business / Add-on
0012w00000LRflHAAT,2340210,2020-02-10,26-200,Australia,Computer Software,Employee Referral,Opportunity for Montgomery1103,Closed Won,New Business
0012w00000LRftJAAT,28440,2020-02-10,Over 201,United States of America,Entertainment,Web,Opportunity for Williamson906,Closed Lost,New Business / Add-on
0012w00000LRfmHAAT,390885,2020-02-10,Over 201,United States of America,Health Care,Trade Show,Opportunity for Alvarez35,Closed Won,Existing Business
0012w00000LRfiMAAT,355680,2020-02-10,26-200,Israel,Health Care,Trade Show,Opportunity for Vasquez1005,Qualification,New Business
0012w00000LRfhmAAD,1417400,2020-02-10,Over 201,Brazil,Health Care,Trade Show,Opportunity for Cox29,Perception Analysis,Existing Business
0012w00000LRfmCAAT,112725,2020-02-11,0-25,India,Travel,Partner,Opportunity for Nunez37,Closed Lost,New Business / Add-on
0012w00000LRfpcAAD,330090,2020-02-11,26-200,Australia,Entertainment,Advertisement,Opportunity for Holmes1012,Closed Lost,New Business
0012w00000LRfrJAAT,888500,2020-02-11,0-25,Austria,Computer Software,Word of mouth,Opportunity for Luna1104,Closed Won,New Business / Add-on
0012w00000LRfhSAAT,3314900,2020-02-11,Over 201,India,Construction,Word of mouth,Opportunity for Black908,Closed Lost,New Business
0012w00000LRftnAAD,63960,2020-02-11,Over 201,United Arab Emirates,Computer Software,Employee Referral,Opportunity for Hall811,Qualification,New Business
0012w00000LRfryAAD,1417400,2020-02-11,Over 201,Belgium,Entertainment,Trade Show,Opportunity for Butler33,Closed Lost,New Business / Add-on
0012w00000LRfk5AAD,2124300,2020-02-11,26-200,United States of America,Health Care,Web,Opportunity for Wolfe807,Closed Won,New Business
0012w00000LRfw1AAD,431194,2020-02-12,Over 201,The United Kingdom,Travel,Partner,Opportunity for Wilkins38,Closed Won,New Business / Add-on
0012w00000LRftIAAT,1405500,2020-02-12,26-200,India,Consumer Goods,Web,Opportunity for Hamilton810,Negotiation/Review,New Business
0012w00000LRfkDAAT,269400,2020-02-12,Over 201,Austria,Manufacturing,Partner,Opportunity for Richardson1013,Closed Won,Existing Business
0012w00000LRforAAD,597750,2020-02-12,Over 201,Belarus,Entertainment,Employee Referral,Opportunity for Myers1105,Qualification,New Business / Add-on
0012w00000LRfsiAAD,1684910,2020-02-12,Over 201,The United Kingdom,Consumer Goods,Web,Opportunity for Brady910,Closed Won,New Business / Add-on
0012w00000LRfnUAAT,218204,2020-02-12,Over 201,United States of America,Entertainment,Employee Referral,Opportunity for Stokes814,Closed Lost,New Business / Add-on
0012w00000LRfmHAAT,1488450,2020-02-12,Over 201,China,Health Care,Trade Show,Opportunity for Alvarez35,Closed Won,Existing Business
0012w00000LRfnhAAD,457656,2020-02-13,Over 201,India,Manufacturing,Employee Referral,Opportunity for Goodman815,Closed Won,Existing Business
0012w00000LRfmCAAT,136800,2020-02-13,0-25,United Arab Emirates,Travel,Partner,Opportunity for Nunez37,Closed Lost,New Business / Add-on
0012w00000LRftnAAD,329425,2020-02-13,Over 201,Brazil,Computer Software,Employee Referral,Opportunity for Hall811,Qualification,New Business
0012w00000LRfpiAAD,1348890,2020-02-13,Over 201,Belarus,Consumer Goods,Web,Opportunity for Floyd1015,Qualification,New Business
0012w00000LRfogAAD,2371900,2020-02-13,Over 201,Brazil,Travel,Word of mouth,Opportunity for Jacobs1106,Closed Won,New Business
0012w00000LRfhoAAD,482760,2020-02-13,Over 201,Russia,Travel,Trade Show,Opportunity for Evans911,Proposal/Price Quote,New Business
0012w00000LRfjeAAD,2218900,2020-02-13,Over 201,Russia,Health Care,Web,Opportunity for Stevens152,Closed Won,Existing Business
0012w00000LRfgfAAD,263500,2020-02-14,0-25,The United Kingdom,Construction,Employee Referral,Opportunity for Carter816,Closed Won,New Business
0012w00000LRfw1AAD,991350,2020-02-14,Over 201,United States of America,Travel,Partner,Opportunity for Wilkins38,Closed Won,New Business / Add-on
0012w00000LRfnaAAD,1527725,2020-02-14,0-25,Belgium,Manufacturing,Trade Show,Opportunity for Parsons1107,Closed Lost,New Business / Add-on
0012w00000LRfhhAAD,179700,2020-02-14,Over 201,Canada,Travel,Advertisement,Opportunity for West913,Closed Won,New Business
0012w00000LRfkpAAD,499733,2020-02-14,Over 201,Belarus,Computer Software,Web,Opportunity for Kennedy1017,Closed Won,Existing Business
0012w00000LRfvgAAD,3173450,2020-02-14,Over 201,Canada,Entertainment,Public Relations,Opportunity for Vega154,Closed Lost,New Business
0012w00000LRfnUAAT,32400,2020-02-14,Over 201,The United Kingdom,Entertainment,Employee Referral,Opportunity for Stokes814,Closed Lost,New Business / Add-on
0012w00000LRflNAAT,276000,2020-02-15,Over 201,Israel,Travel,Web,Opportunity for Moss156,Closed Lost,New Business / Add-on
0012w00000LRfmwAAD,2592000,2020-02-15,Over 201,Russia,Construction,Employee Referral,Opportunity for Banks821,Needs Analysis,New Business
0012w00000LRfnhAAD,240747,2020-02-15,Over 201,Russia,Manufacturing,Employee Referral,Opportunity for Goodman815,Closed Won,Existing Business
0012w00000LRfq2AAD,439140,2020-02-15,Over 201,China,Travel,Trade Show,Opportunity for Gardner1110,Closed Lost,New Business
0012w00000LRfriAAD,975175,2020-02-15,26-200,Israel,Consumer Goods,Web,Opportunity for Armstrong916,Closed Lost,New Business / Add-on
0012w00000LRfiMAAT,401291,2020-02-15,26-200,Brazil,Health Care,Trade Show,Opportunity for Collier1376,Closed Won,New Business
0012w00000LRfjeAAD,1683185,2020-02-15,Over 201,India,Health Care,Web,Opportunity for Stevens152,Closed Won,Existing Business
0012w00000LRfrIAAT,313425,2020-02-16,26-200,Australia,Travel,Employee Referral,Opportunity for Hunt157,Value Proposition,New Business
0012w00000LRfgfAAD,21640,2020-02-16,0-25,Canada,Construction,Employee Referral,Opportunity for Carter816,Closed Won,New Business
0012w00000LRfvgAAD,875880,2020-02-16,Over 201,The United Kingdom,Construction,Public Relations,Opportunity for Vega154,Closed Won,New Business
0012w00000LRfjVAAT,1590600,2020-02-16,0-25,Belgium,Consumer Goods,Advertisement,Opportunity for Bridges1377,Closed Won,New Business
0012w00000LRfkyAAD,499523,2020-02-16,Over 201,United Arab Emirates,Travel,Employee Referral,Opportunity for Harrington1112,Closed Won,New Business
